id,timestamp,sender_account,sender_name,sender_institution,receiver_account,receiver_name,receiver_institution,amount,currency,description,channel
8b8aa4aa-2bb0-4ec6-a3fb-708b4990068a,2026-04-17T10:22:51.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,ZB -77827638,Anesu Moyo,ZB Bank,8553.21,USD,Loan repayment cash settlement immediate,bank
0fad624b-ed5d-4c7b-a946-ccb83bdff77b,2026-04-17T10:23:51.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,+263794335942,Privilege Mhlanga,InnBucks,8865.98,USD,Loan repayment cash settlement immediate,mobile_money
a78de5f1-3232-4e49-8094-f2ab740b7521,2026-04-17T10:25:51.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,CBZ-13999315,Tafadzwa Chigumba,CBZ Bank,9460.75,USD,Smurfing settlement under threshold,bank
73a1089e-3a80-4873-9abd-bd9794519575,2026-04-17T16:07:48.613095+00:00,+263773396987,Munyaradzi Sibanda,OneMoney,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,703.2,USD,Salary payment,mobile_money
46d211c3-3c1e-43da-af96-25468193da18,2026-04-17T18:40:44.613095+00:00,+263792458591,Hope Mhlanga,InnBucks,FBC-95899313,Privilege Chigumba,FBC Bank,319.06,USD,Rent payment Avondale,mobile_money
b8b67d5a-7eca-4793-8167-bf55e0c90847,2026-04-18T01:26:03.613095+00:00,ZB -28728463,Rumbi Mutasa,ZB Bank,NED-23718431,Tafadzwa Mhlanga,Nedbank ZW,361.62,USD,Internet bill ZOL,bank
bbd597df-d543-4397-9bdc-fe3f11fb5f79,2026-04-18T02:09:57.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,+263773396987,Munyaradzi Sibanda,OneMoney,911.28,USD,Funeral cover,mobile_money
8acb855b-d4bc-4641-ad4a-0d4bc54366e3,2026-04-18T05:19:01.613095+00:00,STA-16150444,Tinashe Madondo,Stanbic Bank,ZB -70291817,Hope Mukamuri,ZB Bank,1047.3,USD,Medical aid premium,bank
aa0fcdfe-3481-40f2-97af-5238651c192a,2026-04-18T08:03:29.613095+00:00,+263794335942,Privilege Mhlanga,InnBucks,CBZ-24716857,Farai Mutasa,CBZ Bank,1224.95,USD,Funeral cover,mobile_money
1ec47462-2ad8-4888-82fc-96311df5cc18,2026-04-18T08:32:14.613095+00:00,NED-17507864,Tinashe Chirwa,Nedbank ZW,FBC-15831819,Ruvimbo Chiwenga,FBC Bank,456.89,USD,Funeral cover,bank
bfe0d4a3-c86b-4859-87c4-c16fb25cadb9,2026-04-18T13:50:53.613095+00:00,STA-38317637,Hope Nyathi,Stanbic Bank,ZB -28728463,Rumbi Mutasa,ZB Bank,130.5,USD,Insurance premium,bank
ddda87b0-ad43-4197-92f8-90597cb698ac,2026-04-18T23:55:16.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,+263773396987,Munyaradzi Sibanda,OneMoney,1441.38,USD,Internet bill ZOL,mobile_money
3b8e5048-f597-4b9d-84ac-80fe56fb9752,2026-04-19T02:30:31.613095+00:00,CBZ-13999315,Tafadzwa Chigumba,CBZ Bank,STE-78387461,Simbarashe Ncube,Steward Bank,756.76,USD,Funeral cover,bank
3821d875-249b-4e98-88ca-e783a986e928,2026-04-19T04:55:32.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,FBC-30868105,Kudzai Madondo,FBC Bank,957.48,USD,Medical aid premium,bank
4dfdade7-485f-4572-9a50-c74460a47343,2026-04-19T06:56:34.613095+00:00,CBZ-52339391,Blessing Mukamuri,CBZ Bank,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,1004.97,USD,Insurance premium,bank
e4be308a-1c64-4ef3-8314-e63acdb85005,2026-04-19T08:32:30.613095+00:00,FBC-94374605,Anesu Nyathi,FBC Bank,+263797700828,Shamiso Chigumba,EcoCash,1050.7,USD,Electricity ZESA token,mobile_money
33b4ad78-4039-4911-83c4-48d10906302c,2026-04-19T14:49:14.613095+00:00,ZB -28728463,Rumbi Mutasa,ZB Bank,CBZ-31429110,Tapiwa Dube,CBZ Bank,1316.17,USD,Medical aid premium,bank
9e2325ef-c9d9-471f-bce3-3b9bcd8d926c,2026-04-19T15:16:57.613095+00:00,STA-58181396,Shamiso Marufu,Stanbic Bank,FBC-15831819,Ruvimbo Chiwenga,FBC Bank,1322.72,USD,Salary payment,bank
7e67a5de-3829-42ee-aeb4-0a5abf6d42b1,2026-04-19T16:43:36.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,ZB -28728463,Rumbi Mutasa,ZB Bank,743.99,USD,Electricity ZESA token,bank
d60449a9-68b4-4353-87ac-3e2bdc0f6f7a,2026-04-19T17:41:13.613095+00:00,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,+263785218028,Privilege Chirwa,InnBucks,675.68,USD,Insurance premium,mobile_money
e29d4e39-bde8-4a21-8fc4-116fe6e43169,2026-04-19T18:39:18.613095+00:00,CBZ-31429110,Tapiwa Dube,CBZ Bank,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,476.74,USD,Funeral cover,bank
7aa9dd36-a31d-4063-89a5-3ad49a0775f7,2026-04-20T00:03:51.613095+00:00,STE-78387461,Simbarashe Ncube,Steward Bank,ZB -77827638,Anesu Moyo,ZB Bank,685.85,USD,Family support,bank
04dab7fd-2c78-481f-ac62-171593bb20fc,2026-04-20T02:40:17.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,ZB -99949389,Munyaradzi Zhou,ZB Bank,1263.3,USD,Funeral cover,bank
0900e088-53f0-46e6-95b7-7ffa71eeb002,2026-04-20T02:56:00.613095+00:00,ZB -77827638,Anesu Moyo,ZB Bank,+263792458591,Hope Mhlanga,InnBucks,1132.58,USD,Rent payment Avondale,mobile_money
9520d6ce-ecf9-4253-bc55-77445a0f32d5,2026-04-20T03:58:35.613095+00:00,+263777402509,Anesu Banda,EcoCash,+263773396987,Munyaradzi Sibanda,OneMoney,1446.72,USD,Funeral cover,mobile_money
abee36e6-65e6-4f06-92bf-2040f3bd7b46,2026-04-20T06:47:51.613095+00:00,ZB -99949389,Munyaradzi Zhou,ZB Bank,NED-87490893,Kudzai Zhou,Nedbank ZW,75000.0,USD,Shell company invoice payment offshore,bank
35a6dbf4-35d3-4835-b395-177273ec2d2d,2026-04-20T07:02:51.613095+00:00,NED-87490893,Kudzai Zhou,Nedbank ZW,ZB -70291817,Hope Mukamuri,ZB Bank,71250.0,USD,Smurfing settlement under threshold,bank
11e71f12-f960-43a1-95b3-e2949ec82f56,2026-04-20T07:17:51.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,FBC-20709497,Tinashe Chirwa,FBC Bank,67687.5,USD,Urgent transfer offshore consultancy,bank
b5c54bbe-01a8-4908-ac39-40f923594bdc,2026-04-20T07:32:51.613095+00:00,FBC-20709497,Tinashe Chirwa,FBC Bank,NED-31831063,Shamiso Dube,Nedbank ZW,64303.12,USD,Crypto trade urgent settlement,bank
5ff8020a-8965-4fac-90b9-2a5944f46f89,2026-04-20T13:37:02.613095+00:00,+263773396987,Munyaradzi Sibanda,OneMoney,CBZ-24716857,Farai Mutasa,CBZ Bank,236.42,USD,Medical aid premium,mobile_money
5ef06e55-b952-4ab7-a30b-10c3da70c7c5,2026-04-20T15:05:00.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,ZB -28728463,Rumbi Mutasa,ZB Bank,884.52,USD,Rent payment Avondale,bank
478901e9-e238-4c5e-9563-22a48df967d8,2026-04-20T15:16:14.613095+00:00,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,+263785218028,Privilege Chirwa,InnBucks,1122.54,USD,Funeral cover,mobile_money
cc31cbf9-3978-4465-9d49-b6d367321857,2026-04-20T17:24:58.613095+00:00,+263785218028,Privilege Chirwa,InnBucks,CBZ-13999315,Tafadzwa Chigumba,CBZ Bank,1499.86,USD,Electricity ZESA token,mobile_money
96d2579a-c08c-4681-a7af-8cf227e6f414,2026-04-20T19:18:57.613095+00:00,NED-31831063,Shamiso Dube,Nedbank ZW,ZB -70291817,Hope Mukamuri,ZB Bank,1249.78,USD,Medical aid premium,bank
685dd9ae-0518-46d0-bc59-86f63252edfc,2026-04-20T20:09:56.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,ZB -77827638,Anesu Moyo,ZB Bank,1063.22,USD,Salary payment,bank
2d800e3d-c6c9-496a-95c0-af0a91ea33f4,2026-04-20T21:05:44.613095+00:00,FBC-95899313,Privilege Chigumba,FBC Bank,+263797700828,Shamiso Chigumba,EcoCash,410.02,USD,Medical aid premium,mobile_money
df9e3449-bdcd-4561-918d-049d9a54b4a4,2026-04-21T00:42:25.613095+00:00,FBC-95899313,Privilege Chigumba,FBC Bank,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,1460.89,USD,School fees term 1,bank
6fa8eae4-8151-408a-93a8-b3adb758a256,2026-04-21T05:25:43.613095+00:00,NED-87490893,Kudzai Zhou,Nedbank ZW,STA-60806024,Tafadzwa Chiwenga,Stanbic Bank,225.29,USD,Salary payment,bank
d72e65aa-a322-42f7-be3b-a1c6080ed01a,2026-04-21T06:13:42.613095+00:00,ZB -77827638,Anesu Moyo,ZB Bank,STA-16150444,Tinashe Madondo,Stanbic Bank,608.64,USD,Family support,bank
f2ebd760-8dfe-4365-b385-f8bf9dddae05,2026-04-21T07:39:01.613095+00:00,CBZ-13999315,Tafadzwa Chigumba,CBZ Bank,STA-38317637,Hope Nyathi,Stanbic Bank,1093.68,USD,Grocery purchase Pick n Pay,bank
081a4a96-f674-4f5d-8651-60689045f69b,2026-04-21T17:12:15.613095+00:00,FBC-30868105,Kudzai Madondo,FBC Bank,STE-78387461,Simbarashe Ncube,Steward Bank,1420.54,USD,School fees term 1,bank
016adced-9858-4b74-8c5d-b88c78e1aa01,2026-04-21T17:17:16.613095+00:00,ZB -70291817,Hope Mukamuri,ZB Bank,ZB -77827638,Anesu Moyo,ZB Bank,808.76,USD,Funeral cover,bank
f5dbb96f-79db-4394-a1bf-2abb9fa460d5,2026-04-21T18:13:23.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,NED-38538251,Simbarashe Mhlanga,Nedbank ZW,1204.34,USD,Rent payment Avondale,bank
3bcce281-244c-4d87-85d0-b3351005911d,2026-04-21T18:14:03.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,CBZ-31429110,Tapiwa Dube,CBZ Bank,1024.16,USD,Funeral cover,bank
446dfff2-d677-4498-a405-1d9a0c7a919e,2026-04-21T19:08:57.613095+00:00,STE-78387461,Simbarashe Ncube,Steward Bank,+263797700828,Shamiso Chigumba,EcoCash,656.18,USD,Family support,mobile_money
46056c4f-eb5c-48e3-9c9c-9b78fce4aa15,2026-04-22T00:20:35.613095+00:00,STA-58181396,Shamiso Marufu,Stanbic Bank,STE-78387461,Simbarashe Ncube,Steward Bank,677.85,USD,Rent payment Avondale,bank
5d80e05f-e85a-411b-b5eb-9c8d731df210,2026-04-22T00:53:37.613095+00:00,FBC-94374605,Anesu Nyathi,FBC Bank,+263797700828,Shamiso Chigumba,EcoCash,493.63,USD,Insurance premium,mobile_money
15781ca0-e084-4d10-998e-27930988a6ba,2026-04-22T01:17:05.613095+00:00,STA-91756179,Nyasha Chiwenga,Stanbic Bank,STA-16150444,Tinashe Madondo,Stanbic Bank,1246.94,USD,Grocery purchase Pick n Pay,bank
238d953e-abcb-49f1-a8f8-c55941362416,2026-04-22T04:58:01.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,CBZ-52339391,Blessing Mukamuri,CBZ Bank,401.48,USD,Internet bill ZOL,bank
72a429fd-31d0-4885-8ec0-24f3614cec86,2026-04-22T08:58:45.613095+00:00,STA-61019678,Munyaradzi Banda,Stanbic Bank,+263792458591,Hope Mhlanga,InnBucks,1461.57,USD,Funeral cover,mobile_money
73345c05-c827-4780-9546-31c258f91468,2026-04-22T10:12:07.613095+00:00,CBZ-24716857,Farai Mutasa,CBZ Bank,ZB -85345555,Privilege Mukamuri,ZB Bank,1190.43,USD,Grocery purchase Pick n Pay,bank
70d2b02e-4db0-4fa7-8c80-b3bd85f4beec,2026-04-22T13:11:53.613095+00:00,+263777402509,Anesu Banda,EcoCash,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,1003.46,USD,Funeral cover,mobile_money
894bdf9a-b9ea-4aa9-ad11-bc2b1be4a561,2026-04-22T15:01:35.613095+00:00,NED-31831063,Shamiso Dube,Nedbank ZW,STA-58181396,Shamiso Marufu,Stanbic Bank,660.09,USD,Funeral cover,bank
f800d39b-931b-4b68-a6e8-18114f9b5ff8,2026-04-22T19:37:47.613095+00:00,ZB -31931511,Ruvimbo Mhlanga,ZB Bank,+263794335942,Privilege Mhlanga,InnBucks,1228.54,USD,Rent payment Avondale,mobile_money
330176b8-66c1-4898-a205-596fa8fac240,2026-04-22T21:39:59.613095+00:00,+263773396987,Munyaradzi Sibanda,OneMoney,ZB -77827638,Anesu Moyo,ZB Bank,1423.57,USD,Electricity ZESA token,mobile_money
f9572faa-7c11-49f0-9029-067f7ffc2e38,2026-04-22T21:49:22.613095+00:00,+263777402509,Anesu Banda,EcoCash,STA-91756179,Nyasha Chiwenga,Stanbic Bank,1402.39,USD,Rent payment Avondale,mobile_money
adeb458c-a521-480c-82ca-cd9ccb5226e5,2026-04-22T23:38:13.613095+00:00,FBC-30868105,Kudzai Madondo,FBC Bank,+263797700828,Shamiso Chigumba,EcoCash,1003.03,USD,Funeral cover,mobile_money
826da216-9bd0-450b-8aa7-f43c760a3f5e,2026-04-23T01:02:30.613095+00:00,ZB -77827638,Anesu Moyo,ZB Bank,NED-31831063,Shamiso Dube,Nedbank ZW,355.57,USD,Electricity ZESA token,bank
552ff907-5e0e-42c4-b4a4-29ff8d45421b,2026-04-23T02:31:16.613095+00:00,STA-13356886,Munyaradzi Chigumba,Stanbic Bank,ZB -99949389,Munyaradzi Zhou,ZB Bank,433.94,USD,Insurance premium,bank
